Rank,Name,Genre,Platform,Publisher,Developer_x,Year,Total_Sales
5250,Dog's Life,Adventure,PS2,Hip Interactive,Frontier Developments,2004.0,0.42
5251,Ben 10 Alien Force: Vilgax Attacks,Action,DS,D3 Publisher,1st Playable Productions,2009.0,0.42
5252,The X Files,Adventure,PS,Fox Interactive,HyperBole Studios,1999.0,0.42
5253,Super Wagyan Land,Action,SNES,Namco,Namco,1991.0,0.42
5254,Rascal,Action,PS,Sony Computer Entertainment,Traveller's Tales,1998.0,0.42
5255,Tony Hawk's American Wasteland,Sports,GC,Activision,Neversoft Entertainment,2005.0,0.42
5256,Command & Conquer 3: Tiberium Wars,Strategy,X360,Electronic Arts,EA Los Angeles,2007.0,0.42
5257,Famicom Mini: Super Mario Bros. 2,Platform,GBA,Nintendo,Nintendo EAD,2004.0,0.42
5258,Ragnarok Odyssey,Role-Playing,PSV,Xseed Games,Game Arts,2012.0,0.42
5259,TRON: Evolution,Action,PS3,Disney Interactive Studios,Propaganda Games,2010.0,0.42
5260,Hellblade: Senua's Sacrifice,Action-Adventure,PC,Ninja Theory,Ninja Theory,2017.0,0.42
5261,Colony Wars,Simulation,PS,Psygnosis,Psygnosis,1997.0,0.42
5262,All-Star Baseball 2004,Sports,PS2,Acclaim Entertainment,Acclaim Entertainment,2003.0,0.42
5263,Big Strike Bowling,Sports,PS,Take-Two Interactive,Coresoft,2003.0,0.42
5264,NBA 2K11,Sports,PSP,2K Sports,Visual Concepts,2010.0,0.42
5265,NASCAR Thunder 2002,Racing,PS,EA Sports,EA Black Box,2001.0,0.42
5266,Grandia,Role-Playing,SAT,ESP,Game Arts,1997.0,0.42
5267,ESPN NHL 2K5,Sports,XB,Sega,Kush Games,2004.0,0.42
5268,Murder Miners,Shooter,PC,JForce Games,JForce Games,2014.0,0.42
5269,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Misc,GBA,Konami,Konami,2005.0,0.42
5270,Hot Wheels World Race,Racing,PS2,THQ,Climax Group,2003.0,0.42
5271,Avatar: The Last Airbender - The Burning Earth,Action,PS2,THQ,THQ Australia,2007.0,0.42
5272,Guitar Hero: Smash Hits,Misc,X360,Activision,Neversoft Entertainment,2009.0,0.42
5273,Superman: Shadow of Apokolips,Action,PS2,Atari,Infogrames,2002.0,0.42
5274,Just Dance: Summer Party,Misc,Wii,Ubisoft,Ubisoft Paris,2011.0,0.42
5275,Horsez,Simulation,DS,Ubisoft,MTO,2006.0,0.42
5276,NASCAR Kart Racing,Racing,Wii,EA Sports,Electronic Arts North Carolina,2009.0,0.42
5277,American Chopper,Racing,PS2,Activision,Creat Studio,2004.0,0.42
5278,Star Wars Trilogy: Apprentice of the Force,Action,GBA,Ubisoft,LucasArts,2004.0,0.42
5279,LEGO Rock Band,Misc,PS3,Warner Bros. Interactive,TT Games / Harmonix Music Systems,2009.0,0.42
5280,Lemony Snicket's A Series of Unfortunate Events,Platform,GBA,Activision,Griptonite Games,2004.0,0.42
5281,JGTC: All-Japan Grand Touring Car Championship,Racing,PS,TYO,TYO,1998.0,0.42
5282,Arc the Lad III,Role-Playing,PS,Sony Computer Entertainment,ARC Entertainment,1999.0,0.42
5283,Petz: Horsez 2,Simulation,Wii,Ubisoft,Ubisoft,2007.0,0.42
5284,NHL 15,Sports,XOne,EA Sports,EA Canada,2014.0,0.42
5285,Mobile Suit Gundam: Gundam vs. Gundam,Fighting,PSP,Namco Bandai,Banpresto,2008.0,0.42
5286,Test Drive,Racing,XB,Atari,Pitbull Syndicate,2002.0,0.42
5287,SpongeBob's Truth or Square (US sales),Action,DS,THQ,Heavy Iron Studios,2009.0,0.42
5288,How to Train Your Dragon,Action,Wii,Activision,Etranges Libellules,2010.0,0.42
5289,Jikkyou Powerful Pro Yakyuu 11,Sports,PS2,Konami,Diamond Head,2004.0,0.42
5290,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,PS2,THQ,Krome Studios,2003.0,0.42
5291,Baldur's Gate II: Shadows of Amn,Role-Playing,PC,Interplay,BioWare,2000.0,0.42
5292,Army Men: Sarge's Heroes 2,Shooter,N64,3DO,3DO,2000.0,0.42
5293,Dr. Mario 64,Puzzle,N64,Nintendo,Newcom,2001.0,0.42
5294,Jikkyou Powerful Pro Yakyuu 6,Sports,N64,Konami,Diamond Head,1999.0,0.42
5295,NFL Blitz 2001,Action,N64,Midway Games,Unknown,2000.0,0.42
5296,Rush 2: Extreme Racing USA,Racing,N64,Midway Games,Atari Games,1998.0,0.42
5297,James Bond 007: Everything or Nothing,Shooter,GC,Electronic Arts,EA Redwood Shores,2004.0,0.42
5298,FIFA 14,Sports,Wii,EA Sports,EA Canada,2013.0,0.42
5299,Broken Age,Adventure,PC,Double Fine Productions,Double Fine Productions,2013.0,0.42
5300,NBA Live 06,Sports,PSP,EA Sports,EA Canada,2005.0,0.42
5301,Dragon Quest X,MMO,WiiU,Square Enix,Square Enix,2013.0,0.42
5302,MLB 08: The Show,Sports,PS2,Sony Computer Entertainment,SCEA San Diego Studios,2008.0,0.42
5303,Dance Dance Revolution Ultramix 2,Simulation,XB,Konami,Konami Computer Entertainment Hawaii,2004.0,0.42
5304,Mega Man Anniversary Collection,Platform,GC,Capcom,Atomic Planet Entertainment,2004.0,0.42
5305,Dishonored: Definitive Edition,Action,PS4,Bethesda Softworks,Arkane Studios,2015.0,0.42
5306,Crash: Mind Over Mutant,Platform,DS,Activision,TOSE,2008.0,0.42
5307,Mirror's Edge Catalyst,Platform,PS4,Electronic Arts,EA DICE,2016.0,0.42
5308,Call of Duty: Black Ops II,Shooter,WiiU,Activision,Treyarch,2012.0,0.42
5309,Super Famista 4,Sports,SNES,Namco,Namco,1995.0,0.42
5310,The Fairly Odd Parents: Game Boy Advance Video Volume 2,Misc,GBA,Majesco,Majesco Games,2004.0,0.42
5311,Cabela's Legendary Adventures,Sports,PS2,Activision,Sand Grain Studios,2008.0,0.42
5312,Metal Gear Solid: The Legacy Collection,Misc,PS3,Konami Digital Entertainment,Konami,2013.0,0.42
5313,NHL Slapshot,Sports,Wii,EA Sports,EA Canada,2010.0,0.42
5314,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,Misc,DS,Namco Bandai,Bandai Namco Games,2010.0,0.42
5315,Harry Potter and the Goblet of Fire,Adventure,GC,Electronic Arts,Electronic Arts,2005.0,0.42
5316,Valkyrie Profile: Covenant of the Plume,Role-Playing,DS,Square Enix,tri-Ace,2009.0,0.42
5317,Thrillville: Off the Rails,Strategy,PS2,LucasArts,Frontier Developments,2007.0,0.42
5318,Mega Man X6,Platform,PS,Capcom,Capcom,2001.0,0.42
5319,F1 2014,Racing,PS3,Codemasters,Codemasters Birmingham,2014.0,0.42
5320,Yu-Gi-Oh! GX: Tag Force 2,Strategy,PSP,Konami,Konami,2007.0,0.42
5321,Call of Duty: Advanced Warfare,Shooter,PC,Activision,Sledgehammer Games,2014.0,0.42
5322,BloodRayne,Shooter,PS2,Majesco,Terminal Reality,2002.0,0.42
5323,Sonic Gems Collection,Misc,GC,Sega,Sonic Team,2005.0,0.42
5324,Farming Simulator 2015,Simulation,PS3,Focus Home Interactive,Giants Software,2015.0,0.42
5325,Spec Ops: The Line,Shooter,X360,2K Games,Yager Development,2012.0,0.42
5326,Castlevania: Curse of Darkness,Action,PS2,Konami,Konami,2005.0,0.42
5327,International Superstar Soccer Pro '98,Sports,PS,Konami,KCET,1998.0,0.42
5328,Jimmy Neutron: Boy Genius,Platform,GBA,THQ,Human Soft,2001.0,0.42
5329,Black,Shooter,XB,Electronic Arts,Criterion Games,2006.0,0.42
5330,Solitaire Overload,Misc,DS,Telegames,Cosmigo,2007.0,0.42
5331,Vanquish,Shooter,X360,Sega,PlatinumGames,2010.0,0.42
5332,Castlevania: The Dracula X Chronicles,Platform,PSP,Konami,Konami,2007.0,0.42
5333,Double Pack: Finding Nemo / The Incredibles,Action,XB,THQ,Traveller's Tales / Heavy Iron Studios,2006.0,0.42
5334,My Summer Car,Simulation,PC,Unknown,Amistech Games,2006.0,0.42
5335,Construction Simulator 2015,Action,PC,Unknown,Unknown,2006.0,0.42
5336,Sonic Adventure 2,Platform,PC,Unknown,Sega,2006.0,0.42
5337,TERA,Role-Playing,PC,Unknown,En Masse,1970.0,0.42
5338,Lord of the Rings: The Third Age,Role-Playing,XB,Electronic Arts,EA Redwood Shores,2004.0,0.42
5339,Hell Yeah! Wrath of the Dead Rabbit,Action,PC,Unknown,Arkedo Studio,2004.0,0.42
5340,Resident Evil HD Remaster,Action-Adventure,PC,Unknown,Capcom,2004.0,0.42
5341,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,Wii,Capcom,Capcom,2007.0,0.42
5342,Pirates of the Caribbean: At World's End,Action,PS2,Disney Interactive Studios,Eurocom Entertainment Software,2007.0,0.42
5343,Mega Man Legends 2,Adventure,PS,Capcom,Capcom,2000.0,0.42
5344,X-Men vs. Street Fighter,Fighting,PS,Capcom,Capcom,1998.0,0.42
5345,Blazing Angels: Squadrons of WWII,Simulation,X360,Ubisoft,Ubisoft Romania,2006.0,0.42
5346,High Rollers Casino,Misc,PS2,Mud Duck Productions,Bethesda Softworks,2004.0,0.42
5347,The Suffering,Action,PS2,Midway Games,Surreal Software,2004.0,0.42
5348,Cyber Troopers Virtual-On,Fighting,SAT,Sega,Sega-AM3,1996.0,0.42
5349,Star Wars Starfighter: Special Edition,Simulation,XB,LucasArts,Secret Level,2001.0,0.42
5350,NBA Jam,Sports,PS2,Acclaim Entertainment,Acclaim Entertainment,2003.0,0.41
5351,Zone of the Enders: The 2nd Runner,Simulation,PS2,Konami,Konami Computer Entertainment Japan,2003.0,0.41
5352,The Smurfs,Adventure,DS,Ubisoft,Ubisoft,2011.0,0.41
5353,Green Day: Rock Band,Misc,PS3,MTV Games,Harmonix Music Systems,2010.0,0.41
5354,Jampack Volume 10,Misc,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,2004.0,0.41
5355,Dexter's Laboratory Deesaster Strikes,Adventure,GBA,BAM! Entertainment,Virtucraft,2001.0,0.41
5356,NFL GameDay 2004,Sports,PS2,Sony Computer Entertainment,989 Sports,2003.0,0.41
5357,Tomb Raider: The Last Revelation,Action,PC,Eidos Interactive,Core Design Ltd.,1999.0,0.41
5358,Scooby-Doo and the Cyber Chase,Adventure,GBA,THQ,Software Creations,2001.0,0.41
5359,Pro Evolution Soccer 2011,Sports,PS2,Konami,Konami,2010.0,0.41
5360,Football Manager Handheld 2011,Sports,PSP,Sega,Sports Interactive,2010.0,0.41
5361,Sega Rally Championship 2,Racing,DC,Sega,Sega-AM3,1999.0,0.41
5362,Quake II,Shooter,PS,Activision,HammerHead Ltd.,1999.0,0.41
5363,Crash of the Titans,Action,PS2,Sierra Entertainment,Unknown,2007.0,0.41
5364,Tom Clancy's HAWX 2,Action,PS3,Ubisoft,Ubisoft Bucharest,2010.0,0.41
5365,MLB 10: The Show,Sports,PS2,Sony Computer Entertainment,SCEA San Diego Studios,2010.0,0.41
5366,Wheel of Fortune: 2nd Edition,Misc,PS,Hasbro Interactive,Artech Studios,2000.0,0.41
5367,Osmos,Misc,PC,Hemisphere Games,Hemisphere Games,2009.0,0.41
5368,Tom Clancy's Rainbow Six: Lockdown,Shooter,XB,Ubisoft,Red Storm Entertainment,2005.0,0.41
5369,TimeShift,Shooter,X360,Sierra Entertainment,Saber Interactive,2007.0,0.41
5370,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,Fighting,PSP,Namco Bandai,Capcom,2009.0,0.41
5371,Star Wars The Clone Wars: Republic Heroes,Action,PSP,LucasArts,Krome Studios,2009.0,0.41
5372,Jamestown: Legend of the Lost Colony,Shooter,PC,Unknown,Final Form Games,2011.0,0.41
5373,Cool Boarders 2001,Sports,PS,Sony Computer Entertainment,Idol Minds Digital Entertainment,2000.0,0.41
5374,Grudge Warriors,Action,PS,Take-Two Interactive,Tempest Software,2000.0,0.41
5375,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,Sports,PS,Konami,KCET,2001.0,0.41
5376,300: March to Glory,Action,PSP,Warner Bros. Interactive,Collision Studios,2007.0,0.41
5377,Call of Duty: Modern Warfare: Mobilized,Shooter,DS,Activision,n-Space,2009.0,0.41
5378,Mobile Suit Gundam,Action,SAT,Bandai,CRI,1995.0,0.41
5379,Marvel Super Hero Squad,Adventure,DS,THQ,Halfbrick Studios,2009.0,0.41
5380,Cars: Race-O-Rama,Racing,PSP,THQ,Rainbow Studios,2009.0,0.41
5381,LEGO The Lord of the Rings,Action-Adventure,3DS,Warner Bros. Interactive Entertainment,TT Fusion,2012.0,0.41
5382,Jimmy Neutron: Boy Genius,Platform,PS2,THQ,Big Sky Software,2002.0,0.41
5383,Itadaki Street DS,Misc,DS,Square Enix,Armor Project / Think Garage,2007.0,0.41
5384,X-Men: The Official Game,Action,PS2,Activision,"Z-Axis, Ltd.",2006.0,0.41
5385,Freebie,Action,PC,Unknown,hyperboreanGames,2006.0,0.41
5386,E0: Enemy Zero,Adventure,SAT,Sega,Warp,1997.0,0.41
5387,JumpStart: Escape from Adventure Island,Adventure,Wii,Knowledge Adventure,Knowledge Adventure Inc.,2009.0,0.41
5388,Nicktoons: Unite!,Adventure,PS2,THQ,Blue Tongue,2005.0,0.41
5389,Farming Simulator 2015,Simulation,PS4,Focus Home Interactive,Giants Software,2015.0,0.41
5390,NASCAR Racing,Racing,PS,Sierra Entertainment,Papyrus,1996.0,0.41
5391,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Misc,Wii,Hudson Soft,Hudson Soft,2009.0,0.41
5392,Boku no Natsuyasumi 2: Umi no Bouken Hen,Adventure,PS2,Sony Computer Entertainment,Millennium Kitchen,2002.0,0.41
5393,WWE All Stars,Fighting,PS3,THQ,THQ,2011.0,0.41
5394,Medal of Honor Heroes 2,Shooter,Wii,Electronic Arts,Team Fusion,2007.0,0.41
5395,Cars: Mater-National Championship,Racing,PS3,THQ,Rainbow Studios,2007.0,0.41
5396,BlazBlue: Continuum Shift,Fighting,PS3,Aksys Games,Arc System Works,2010.0,0.41
5397,Command & Conquer: Red Alert,Strategy,PS,Westwood Studios,Westwood Studios,1997.0,0.41
5398,Tales of Zestiria,Role-Playing,PC,Namco Bandai Games,Namco Bandai Games,2015.0,0.41
5399,Dig Dug,Puzzle,NES,Namco,Namco,1985.0,0.41
5400,Ogre Battle 64: Person of Lordly Caliber,Role-Playing,N64,Atlus,Quest Corporation,2000.0,0.41
5401,Superman: The New Superman Adventures,Action,N64,Titus,Titus Software,1999.0,0.41
5402,Project CARS,Racing,XOne,Bandai Namco Games,Slightly Mad Studios,2015.0,0.41
5403,Fantastic Pets,Simulation,X360,THQ,Blitz Game Studios,2011.0,0.41
5404,NiGHTS: Journey of Dreams,Platform,Wii,Sega,Sonic Team,2007.0,0.41
5405,The Terminator: Dawn of Fate,Action,PS2,Atari,Paradigm Entertainment,2002.0,0.41
5406,Rogue Galaxy: Director's Cut,Role-Playing,PS2,Sony Computer Entertainment,Level 5,2007.0,0.41
5407,Transformers: Revenge of the Fallen,Action,PSP,Activision,Savage Entertainment,2009.0,0.41
5408,Armored Core,Simulation,PS,Sony Computer Entertainment,From Software,1997.0,0.41
5409,James Patterson Women's Murder Club: Games of Passion,Adventure,DS,THQ,Griptonite Games,2009.0,0.41
5410,Top Spin 4,Sports,X360,2K Sports,2K Czech,2011.0,0.41
5411,Densha De Go! 2,Simulation,PS,Taito,Taito Corporation,1999.0,0.41
5412,SpongeBob SquigglePants,Misc,Wii,THQ,WayForward Technologies,2011.0,0.41
5413,Mass Effect Trilogy,Action,X360,Electronic Arts,BioWare,2012.0,0.41
5414,Monster Jam: Urban Assault,Racing,Wii,Activision,Torus Games,2008.0,0.41
5415,Harry Potter and the Deathly Hallows - Part 1,Action,DS,Electronic Arts,EA Bright Light,2010.0,0.41
5416,Katamari Forever,Puzzle,PS3,Namco Bandai,Bandai Namco Games,2009.0,0.41
5417,Madden NFL Football,Sports,3DS,EA Sports,EA Tiburon,2011.0,0.41
5418,Harvest Moon: Grand Bazaar,Simulation,DS,Natsume,Marvelous Interactive,2010.0,0.41
5419,Sword Art Online: Lost Song,Role-Playing,PSV,Namco Bandai Games,Namco Bandai Games,2015.0,0.41
5420,Band Hero,Misc,PS2,Activision,Vicarious Visions,2009.0,0.41
5421,UEFA Euro 2008 Austria-Switzerland,Sports,PS3,Electronic Arts,Unknown,2008.0,0.41
5422,Armored Core 2: Another Age,Simulation,PS2,Agetec,From Software,2001.0,0.41
5423,Buzz! Junior: Jungle Party,Misc,PS2,Sony Computer Entertainment,Cohort Studios,2007.0,0.41
5424,Mortal Kombat: Deadly Alliance,Action,GC,Midway Games,Midway,2002.0,0.41
5425,NBA 2K11,Sports,PS2,2K Sports,Visual Concepts,2010.0,0.41
5426,AKB1/48: Idol to Koishitara...,Misc,PSP,Namco Bandai,Bandai Namco Games,2010.0,0.41
5427,Pro Pinball,Misc,PS,Interplay,Cunning Developments,1996.0,0.41
5428,'98 Koshien,Sports,PS,Magical Company,Magical Company,1998.0,0.41
5429,NBA 2K9,Sports,PS2,2K Sports,Visual Concepts,2008.0,0.41
5430,Up,Adventure,PSP,THQ,THQ,2009.0,0.41
5431,Green Day: Rock Band,Misc,X360,MTV Games,Harmonix Music Systems,2010.0,0.41
5432,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),Misc,GBA,Konami,Konami Computer Entertainment Japan,2001.0,0.41
5433,Nintendo Labo: Toy-Con 03 Vehicle Kit,Racing,NS,Nintendo,Nintendo EPD,2018.0,0.41
5434,Just Dance 2015,Music,PS4,Ubisoft,Ubisoft Paris,2014.0,0.41
5435,Marvel: Ultimate Alliance 2,Role-Playing,PS2,Activision,n-Space,2009.0,0.41
5436,LEGO Harry Potter: Years 5-7,Action-Adventure,3DS,Warner Bros. Interactive,TT Fusion,2011.0,0.41
5437,Mario no Super Picross,Puzzle,SNES,Nintendo,Jupiter Multimedia,1995.0,0.41
5438,"Ed, Edd n Eddy: The Mis-Edventures",Platform,PS2,Midway Games,A2M,2005.0,0.41
5439,Jikkyou Powerful Pro Yakuu '94,Sports,SNES,Konami,Konami,1994.0,0.41
5440,Sword Art Online: Hollow Realization,Role-Playing,PS4,Namco Bandai Games,Aquria,2016.0,0.41
5441,Disney's Tarzan Untamed,Platform,PS2,Ubisoft,Ubisoft Montreal,2001.0,0.41
5442,Battlefield 2: Modern Combat,Shooter,X360,Electronic Arts,Digtal Illusions,2006.0,0.41
5443,Theatrhythm Final Fantasy: Curtain Call,Music,3DS,Square Enix,Square Enix,2014.0,0.41
5444,Knockout Kings 2001,Fighting,PS,EA Sports,EA Sports,2000.0,0.41
5445,From Russia with Love,Action,PS2,Electronic Arts,EA Redwood Shores,2005.0,0.41
5446,Shadow Tactics: Blades of the Shogun,Strategy,PC,Daedalic Entertainment,Mimimi Productions,2016.0,0.41
5447,Destiny: The Collection,Shooter,XOne,Activision,Bungie,2016.0,0.41
5448,NBA Jam,Sports,Wii,EA Sports,EA Canada,2010.0,0.41
5449,Hyperdimension Neptunia Re;Birth1,Role-Playing,PC,Unknown,Compile Heart,2010.0,0.41
5450,Just Dance Kids 2,Misc,X360,Ubisoft,Ubisoft,2011.0,0.41
5451,Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,DS,Natsume,Neverland Company,2010.0,0.41
5452,Naughty Bear,Action,X360,505 Games,Artificial Mind and Movement,2010.0,0.41
5453,Minority Report: Everybody Runs,Action,PS2,Activision,Treyarch,2002.0,0.41
5454,Spider-Man: Web of Shadows,Action,X360,Activision,Shaba Games / Treyarch,2008.0,0.4
5455,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,Misc,PS,Sony Computer Entertainment,Various,2003.0,0.4
5456,Six Flags Fun Park,Misc,Wii,Ubisoft,7 Studios,2009.0,0.4
5457,NFL GameDay 2002,Sports,PS,Sony Computer Entertainment,989 Sports,2001.0,0.4
5458,Pengo,Action,2600,Atari,Atari,1984.0,0.4
5459,Mouse Trap,Action,2600,Coleco,Coleco,1982.0,0.4
5460,Tak and the Power of Juju,Platform,GC,THQ,Avalanche Software,2003.0,0.4
5461,TNA iMPACT!,Fighting,PS3,Midway Games,Midway Studios Los Angeles,2008.0,0.4
5462,Beowulf: The Game,Action,X360,Ubisoft,Ubisoft,2007.0,0.4
5463,Cabela's Big Game Hunter 2010,Sports,PS3,Activision,Cauldron,2009.0,0.4
5464,Skylanders: SuperChargers,Action-Adventure,XOne,Activision,Vicarious Visions,2015.0,0.4
5465,NBA Jam,Sports,PS3,EA Sports,EA Tiburon,2010.0,0.4
5466,Medarot: Kabuto / Kuwagata Version,Role-Playing,GB,Imagineer,Natsume,1997.0,0.4
5467,Moshi Monsters: Moshlings Theme Park,Simulation,DS,Activision,"Black Lantern Studios, Inc.",2012.0,0.4
5468,NBA 2K10,Sports,PS2,2K Sports,Visual Concepts,2009.0,0.4
5469,Defender,Shooter,PS2,Midway Games,7 Studios,2002.0,0.4
5470,NFL GameDay 2003,Sports,PS2,Sony Computer Entertainment,989 Sports,2002.0,0.4
5471,Turbo Dismount,Simulation,PC,Unknown,Secret Exit Ltd.,2002.0,0.4
5472,Style Lab: Makeover,Simulation,DS,Ubisoft,Jet Black Games,2009.0,0.4
5473,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Misc,Wii,Namco Bandai,Bandai Namco Games,2009.0,0.4
5474,Congo Bongo,Action,2600,Sega,Sega,1983.0,0.4
5475,Overlord,Adventure,X360,Codemasters,Triumph Studios,2007.0,0.4
5476,Rapala Pro Bass Fishing 2010,Sports,X360,Activision,FUN Labs,2010.0,0.4
5477,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,Simulation,PC,Unknown,marbenx,2010.0,0.4
5478,Gauntlet: Seven Sorrows,Role-Playing,PS2,Midway Games,Midway Studios San Diego,2005.0,0.4
5479,Harry Potter: Quidditch World Cup,Sports,GC,Electronic Arts,Electronic Arts,2003.0,0.4
5480,Warriors Orochi 2 (JP sales),Action,PS2,KOEI,Omega Force,2008.0,0.4
5481,Dragon Warrior Monsters 2: Tara's Adventure,Role-Playing,GB,Enix,TOSE Software,2001.0,0.4
5482,Project X Zone,Role-Playing,3DS,Namco Bandai Games,Banpresto,2013.0,0.4
5483,The Chronicles of Narnia: Prince Caspian,Adventure,PS2,Disney Interactive Studios,Traveller's Tales,2008.0,0.4
5484,The Incredibles: Rise of the Underminer,Action,GBA,THQ,Helixe,2005.0,0.4
5485,Pet in TV,Strategy,PS,Sony Computer Entertainment,SCE,1998.0,0.4
5486,The Gunstringer,Shooter,X360,Microsoft Studios,Twisted Pixel Games,2011.0,0.4
5487,Battalion Wars,Strategy,GC,Nintendo,Kuju Entertainment,2005.0,0.4
5488,NBA ShootOut 2000,Sports,PS,989 Studios,989 Sports,1999.0,0.4
5489,Power Rangers: Dino Thunder,Action,GC,THQ,Pacific Coast Power & Light,2004.0,0.4
5490,Wall-E,Platform,PS3,THQ,Heavy Iron Studios,2008.0,0.4
5491,Samurai Shodown,Fighting,SNES,Takara,Takara,1994.0,0.4
5492,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,DS,Konami,Konami,2009.0,0.4
5493,Sid Meier's Civilization: Beyond Earth,Simulation,PC,2K Games,Firaxis Games,2014.0,0.4
5494,Disney Sing It! High School Musical 3: Senior Year,Misc,PS3,Disney Interactive Studios,Zoe Mode,2009.0,0.4
5495,MLB 15: The Show,Sports,PS3,Sony Computer Entertainment,SCE San Diego Studio,2015.0,0.4
5496,James Cameron's Avatar: The Game,Action,DS,Ubisoft,Ubisoft Montreal,2009.0,0.4
5497,Salt and Sanctuary,Role-Playing,PC,Unknown,Ska Studios,2009.0,0.4
5498,Fighting Vipers,Fighting,SAT,Sega,Sega-AM2,1996.0,0.4
5499,NCAA GameBreaker 2000,Sports,PS,989 Studios,Red Zone Entertainment,1999.0,0.4
5500,Transformers: Fall of Cybertron,Action,PS3,Activision,High Moon Studios,2012.0,0.4
5501,The Legend of Spyro: Dawn of the Dragon,Platform,PS2,Sierra Entertainment,Etranges Libellules,2008.0,0.4
5502,AKB1/48: Idol to Guam de Koishitara...,Misc,PSP,Namco Bandai,Bandai Namco Games,2011.0,0.4
5503,Monster Trucks Mayhem,Racing,Wii,Zoo Games,Team6 Game Studios,2009.0,0.4
5504,Mortal Kombat Mythologies: Sub-Zero,Fighting,N64,Midway Games,Avalanche Software,1997.0,0.4
5505,NFL Quarterback Club 2000,Sports,N64,Acclaim Entertainment,Iguana Entertainment,1999.0,0.4
5506,RR64: Ridge Racer 64,Racing,N64,Nintendo,Nintendo Software Technology Corporation,2000.0,0.4
5507,Top Gear Rally,Racing,N64,Kemco,Boss Game Studios,1997.0,0.4
5508,18 Wheeler: American Pro Trucker,Racing,PS2,Acclaim Entertainment,Acclaim Studios Cheltenham,2001.0,0.4
5509,Atari Anthology,Misc,PS2,Atari,Digital Eclipse,2004.0,0.4
5510,Bugs Bunny: Lost in Time,Platform,PS,Infogrames,Behaviour Interactive Inc.,1999.0,0.4
5511,Marvel: Ultimate Alliance,Role-Playing,Wii,Activision,Vicarious Visions,2006.0,0.4
5512,Hot Wheels: Beat That!,Racing,PS2,Activision,Eutechnyx,2007.0,0.4
5513,MLB 2006,Sports,PS2,Sony Computer Entertainment,989 Sports,2005.0,0.4
5514,Savage Lands,Role-Playing,PC,Unknown,Last Bastion Studios LLC,2005.0,0.4
5515,Brunswick Pro Bowling,Sports,PS2,Crave Entertainment,Point of View,2007.0,0.4
