Rank,Name,Genre,Platform,Publisher,Developer_x,Year,Total_Sales
16301,Planescape: Torment,Role-Playing,PC,Interplay,Black Isle Studios,1999.0,0.03
16302,Sins of a Solar Empire: Trinity,Strategy,PC,Stardock,Ironclad Games,2010.0,0.03
16303,Pirates: Duels on the High Seas,Action,DS,Oxygen Interactive,Oxygen Studios,2009.0,0.03
16304,MX World Tour Featuring Jamie Little,Racing,XB,Crave Entertainment,Impulse Games,2005.0,0.03
16305,Bladestorm: Nightmare,Action,PS3,Tecmo Koei,Omega Force,2015.0,0.03
16306,Penguins of Madagascar,Action-Adventure,WiiU,Little Orbit,Little Orbit,2014.0,0.03
16307,Higurashi no Naku Koro ni Iki,Action,PSV,Kaga Create,Unknown,2015.0,0.03
16308,Marines: Modern Urban Combat,Shooter,Wii,Destineer,Destineer,2010.0,0.03
16309,Deer Drive: Legends,Shooter,3DS,Maximum Family Games,Raylight Studios,2012.0,0.03
16310,Puyo Pop Fever(us sales),Puzzle,DS,Atlus,Sega,2005.0,0.03
16311,The Idolmaster: Gravure For You! Vol. 4,Misc,PS3,Namco Bandai Games,Unknown,2012.0,0.03
16312,WRC 6,Racing,XOne,Namco Bandai Games,Bigben Interactive,2017.0,0.03
16313,7 Wonders: Treasures of Seven,Puzzle,DS,Mumbo Jumbo,Avanquest Software,2011.0,0.03
16314,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,Role-Playing,DS,Marvelous Interactive,Marvelous Interactive,2009.0,0.03
16315,RedCard 20-03,Sports,XB,Midway Games,Point of View,2002.0,0.03
16316,Challenge Me: Word Puzzles,Puzzle,DS,O-Games,O Games,2011.0,0.03
16317,InFAMOUS: First Light,Action,PS4,Sony Computer Entertainment,Sucker Punch Productions,2014.0,0.03
16318,Asterix & Obelix: Kick Buttix,Action,PS2,Atari,Etranges Libellules,2004.0,0.03
16319,Burnout Paradise: The Ultimate Box,Racing,X360,Electronic Arts,Criterion Games,2009.0,0.03
16320,Puyo Puyo 7,Puzzle,PSP,Sega,Sega,2009.0,0.03
16321,South Park: The Stick of Truth,Role-Playing,PS4,Ubisoft,Obsidian Entertainment,2018.0,0.03
16322,The Rabbit's Apprentice,Misc,PC,Daedalic Entertainment,Unknown,2013.0,0.03
16323,Bounty Hounds,Action,PSP,Namco,XPEC,2006.0,0.03
16324,Radiant Silvergun,Shooter,SAT,ESP,"Treasure Co., Ltd.",1998.0,0.03
16325,Care Bears - Care Quest,Action,GBA,Game Factory,Flashpoint Games,2005.0,0.03
16326,Monster Energy Supercross - The Official Videogame,Racing,NS,Milestone S.r.l.,Milestone S.r.l.,2018.0,0.03
16327,Angler's Club: Ultimate Bass Fishing 3D,Sports,3DS,D3 Publisher,D3 Publisher,2011.0,0.03
16328,Raven Squad: Operation Hidden Dagger,Shooter,PC,Evolved Games,Atomic Motion,2009.0,0.03
16329,Superdimension Neptune vs Sega Hard Girls,Role-Playing,PSV,Idea Factory International,Idea Factory,2016.0,0.03
16330,Even in a Game Listen to Me Girls. I Am Your Father!,Misc,PSP,Namco Bandai Games,Unknown,2012.0,0.03
16331,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,Action,GBA,Hudson Soft,Hudson Soft,2002.0,0.03
16332,Tokyo Majin Gakuen: Kenfuuchou,Adventure,DS,Marvelous Interactive,"Asmik Ace Entertainment, Inc",2008.0,0.03
16333,Hotel Giant 2,Strategy,PC,Nobilis,Enlight Software,2010.0,0.03
16334,NHRA Drag Racing: Countdown to the Championship,Racing,PSP,THQ,"Pipeworks Software, Inc.",2007.0,0.03
16335,Zatch Bell! Electric Arena,Fighting,GBA,Bandai,Eighting,2005.0,0.03
16336,Metal Gear Solid: Snake Eater 3D,Action,3DS,Konami,Konami,2012.0,0.03
16337,TOCA Race Driver 3: The Ultimate Racing Simulator,Racing,XB,Codemasters,Codemasters,2006.0,0.03
16338,8-Bit Armies,Strategy,PS4,Soedesco,Petroglyph Games,2018.0,0.03
16339,Daito Giken Premium Pachi-Slot Collection: Yoshimune,Misc,PS2,Daito,Paon Corporation,2006.0,0.03
16340,Let's Sing 2019,Music,NS,Ravenscourt,Ravenscourt,2018.0,0.03
16341,Sky Dancers,Action,GBA,Crave Entertainment,Crave,2005.0,0.03
16342,Silent Scope,Shooter,GBA,Konami,Konami,2002.0,0.03
16343,S.T.A.L.K.E.R.: Clear Sky,Shooter,PC,Koch Media,GSC Game World,2008.0,0.03
16344,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX,Puzzle,NS,Level 5,Level 5,2017.0,0.03
16345,World Series of Poker: Tournament of Champions 2007 Edition,Misc,PS2,Activision,Left Field Productions,2006.0,0.03
16346,Railroad Tycoon 3,Strategy,PC,Gathering of Developers,PopTop Software,2003.0,0.03
16347,Yggdra Union: We'll Never Fight Alone,Role-Playing,GBA,Atlus,Sting,2006.0,0.03
16348,World of Goo,Puzzle,PC,Take-Two Interactive,2D Boy,2008.0,0.03
16349,Dungeon Maker: Hunting Ground,Role-Playing,PSP,Xseed Games,Global A Entertainment,2007.0,0.03
16350,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,Misc,PS3,Fields,Unknown,2012.0,0.03
16351,OZMAFIA!! -vivace-,Adventure,PSV,Dramatic Create,Dramatic Create,2015.0,0.03
16352,ESPN NBA 2Night 2002,Sports,PS2,Konami,Konami Computer Entertainment Osaka,2002.0,0.03
16353,The Raven Remastered,Adventure,PS4,THQ Nordic,KING Art Games,2018.0,0.03
16354,Wangan Midnight,Racing,PS3,Genki,Genki,2007.0,0.03
16355,World in Conflict,Strategy,PC,Sierra Entertainment,Massive Entertainment,2007.0,0.03
16356,Cabela's Dangerous Hunts 2,Sports,GC,Activision,FUN Labs,2005.0,0.03
16357,Fritz Chess,Strategy,PS3,Deep Silver,Gammick Entertainment,2009.0,0.03
16358,Kekkaishi: Kokubourou no Kage,Action,Wii,Namco Bandai,Bandai Namco Games,2007.0,0.03
16359,"Crouching Tiger, Hidden Dragon",Action,GBA,Ubisoft,Ubisoft,2005.0,0.03
16360,Mame Goma: Shiro to Kuro no Meikyuu,Misc,3DS,Nippon Ichi Software,Unknown,2012.0,0.03
16361,Suzumiya Haruhi no Tsuisou,Adventure,PS3,Namco Bandai,Bandai Namco Games,2011.0,0.03
16362,Trap Gunner: Countdown to Oblivion,Strategy,PS,Atlus,Racdym,1998.0,0.03
16363,Great Edo Blacksmith,Adventure,PSV,Nippon Ichi Software,Nippon Ichi Software,2014.0,0.03
16364,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,Adventure,DS,D3 Publisher,Tomcat System,2006.0,0.03
16365,Harukanaru Toki no Naka de Yumenoukihashi Special,Adventure,PS2,KOEI,Koei,2009.0,0.03
16366,Lego City Undercover: The Chase Begins,Action,3DS,Nintendo,TT Fusion,2013.0,0.03
16367,Onrush,Racing,XOne,Deep Silver,Codemasters,2018.0,0.03
16368,Sabre Wulf,Platform,GBA,THQ,Rare Ltd.,2004.0,0.03
16369,The Cursed Crusade,Action,PC,Atlus,Kylotonn Entertainment,2011.0,0.03
16370,Tsuyo Kiss: Mighty Heart,Adventure,PS2,Princess Soft,Princess Soft,2006.0,0.03
16371,Gacharoku,Misc,PS2,Sony Computer Entertainment,Agenda,2002.0,0.03
16372,Cake Mania: Baker's Challenge,Puzzle,PSP,Destineer,Sandlot Games,2008.0,0.03
16373,SX Superstar,Racing,GC,Acclaim Entertainment,Climax Studios,2003.0,0.03
16374,Salt and Sanctuary,Platform,NS,Leadman Games,Ska Studios,2018.0,0.03
16375,Zoo Vet: Endangered Animals,Simulation,DS,Legacy Interactive,Legacy Interactive,2008.0,0.03
16376,Driven,Racing,GBA,BAM! Entertainment,Crawfish Interactive,2001.0,0.03
16377,Steins;Gate 0,Adventure,PS3,5pb,5pb. Inc.,2015.0,0.03
16378,Red Faction II,Shooter,GC,THQ,Cranky Pants Games,2003.0,0.03
16379,Akiba's Beat,Action,PSV,Xseed Games,Acquire,2017.0,0.03
16380,Rapala Tournament Fishing!,Sports,X360,Activision,FUN Labs,2006.0,0.03
16381,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,Role-Playing,DS,Hudson Soft,Hudson Soft,2011.0,0.03
16382,SD Gundam G Generation: Gather Beat 2,Strategy,WS,Bandai,Bandai,2001.0,0.03
16383,Battle Engine Aquila,Shooter,PS2,Atari,Lost Toys,2003.0,0.03
16384,SuperCar Challenge,Racing,PS3,System 3 Arcade Software,System 3 Arcade Software,2009.0,0.03
16385,Gothic Universe,Role-Playing,PC,DreamCatcher Interactive,JoWood Productions & Piranha Bytes,2007.0,0.03
16386,SBK 2011: FIM Superbike World Championship,Racing,PC,Black Bean Games,Milestone S.r.l,2011.0,0.03
16387,Special Forces: Nemesis Strike,Shooter,XB,Hip Interactive,Asobo Studio,2005.0,0.03
16388,Swords,Fighting,Wii,Majesco,Panic Button,2010.0,0.03
16389,Women's Volleyball Championship,Sports,PS2,Agetec,Spike,2008.0,0.03
16390,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Sports,Wii,Konami,PawaPuro Production,2007.0,0.03
16391,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,Misc,PS2,Tecmo,Net Corporation,2007.0,0.03
16392,Star Wars Jedi Knight: Jedi Academy,Shooter,PC,LucasArts,Raven Software,2003.0,0.03
16393,Parfait,Adventure,PSV,TGL,TGL,2015.0,0.03
16394,Uppers,Action,PSV,Marvelous Entertainment,Bullets,2016.0,0.03
16395,Death Mark,Misc,PS4,Aksys Games,Experience Inc.,2018.0,0.03
16396,Labyrinth of Refrain: Coven of Dusk,Action,PSV,Nippon Ichi Software,Nippon Ichi Software,2016.0,0.03
16397,Battle Assault 3 featuring Gundam Seed,Action,PS2,Bandai,Natsume,2004.0,0.03
16398,Crimson Tears,Role-Playing,PS2,Capcom,Spike / DreamFactory Ltd.,2004.0,0.03
16399,Tomb Raider: Anniversary,Action,PC,Eidos Interactive,Crystal Dynamics,2007.0,0.03
16400,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,Simulation,DS,Konami,Konami,2008.0,0.03
16401,Rugby 15,Sports,PSV,Bigben Interactive,HB Studios,2015.0,0.03
16402,Attack on Titan 2,Action,PSV,Koei Tecmo,Koei Tecmo Games,2018.0,0.03
16403,DarkStar One,Simulation,PC,CDV Software Entertainment,Ascaron Entertainment,2006.0,0.03
16404,Batman Forever: The Arcade Game,Action,PS,Acclaim Entertainment,Iguana Entertainment,1996.0,0.03
16405,Rise of Nations: Rise of Legends,Strategy,PC,Microsoft Game Studios,Big Huge Games,2006.0,0.03
16406,Romance of the Three Kingdoms (3DS),Misc,3DS,Tecmo Koei,Unknown,2013.0,0.03
16407,Code of Princess EX,Action,NS,Nicalis,Studio Saizensen,2018.0,0.03
16408,Cabela's Outdoor Adventures,Sports,GC,Activision,MagicWand,2005.0,0.03
16409,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,Strategy,PS3,Nippon Ichi Software,Nippon Ichi Software,2011.0,0.03
16410,Backyard NFL Football 2006,Sports,GBA,Atari,Humongous Entertainment,2005.0,0.03
16411,King Arthur II: The Role-playing Wargame,Strategy,PC,Paradox Interactive,Neocore Games,2012.0,0.03
16412,Mashiro Iro Symphony: *mutsu-no-hana,Adventure,PSP,Comfort,Comfort,2011.0,0.03
16413,Mortal Kombat II (JP sales),Fighting,GEN,Acclaim Entertainment,Probe Entertainment Limited,1994.0,0.03
16414,Monster Guardians,Role-Playing,GBA,Konami,Konami,2001.0,0.03
16415,An American Tail: Fievel's Gold Rush,Platform,GBA,Crave Entertainment,Hokus Pokus,2003.0,0.03
16416,Sunday vs Magazine Shuuketsu! Choujou Daikessen,Fighting,PSP,Konami,Konami,2009.0,0.03
16417,Diabolik Lovers: More Blood,Misc,PSP,Idea Factory,Unknown,2013.0,0.03
16418,Magna Carta Portable,Role-Playing,PSP,Banpresto,SoftMax,2006.0,0.03
16419,Crazy Chicken: Star Karts,Racing,DS,Mumbo Jumbo,Phenomedia,2009.0,0.03
16420,Shining Stars,Action,DS,"Destination Software, Inc",Unknown,2008.0,0.03
16421,The Italian Job,Racing,GC,Eidos Interactive,Climax Group,2003.0,0.03
16422,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,Role-Playing,PSP,Nippon Ichi Software,Nippon Ichi Software,2007.0,0.03
16423,Super Dodgeball Brawlers (jp sales),Sports,DS,Aksys Games,Million,2008.0,0.03
16424,M&Ms Shell Shocked,Action,PS,Berkeley,Simon & Schuster Interactive,2001.0,0.03
16425,K-On! After School Live!! HD Ver.,Misc,PS3,Sega,Unknown,2012.0,0.03
16426,Metal Gear Solid: The Essential Collection (JP sales),Adventure,PS2,Konami,Konami Computer Entertainment Japan,2008.0,0.03
16427,Harukanaru Toki no Naka de 6,Adventure,PSV,Tecmo Koei,Ruby Party,2015.0,0.03
16428,Naruto Shippuden: Ultimate Ninja Storm Trilogy,Fighting,NS,Bandai Namco Games,CyberConnect2,2018.0,0.03
16429,Hello Kitty: Roller Rescue,Action,PC,Empire Interactive,XPEC,2005.0,0.03
16430,Doodle Hex,Puzzle,DS,Unknown,Tragnarion Studios,2020.0,0.03
16431,3D Baseball,Sports,PS,Mindscape,Crystal Dynamics,1996.0,0.03
16432,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,Misc,PS2,Hackberry,Hack Berry,2007.0,0.03
16433,First Queen: Ornic Senki,Role-Playing,SNES,Culture Brain,Kure,1994.0,0.03
16434,Dream C Club Zero,Simulation,X360,D3 Publisher,DreamXCreate,2011.0,0.03
16435,Tail Concerto,Adventure,PS,Atlus,CyberConnect2,1999.0,0.03
16436,Emma at the Farm,Adventure,DS,Aspyr,Nobilis,2008.0,0.03
16437,Aqua Moto Racing Utopia,Racing,NS,Big Ben Interactive,Bigben Interactive,2018.0,0.03
16438,The Sum of All Fears,Shooter,GC,Ubisoft,Red Storm Entertainment,2003.0,0.03
16439,James Pond: Codename Robocod,Platform,GBA,Valcon Games,Vectordean,2005.0,0.03
16440,Sayonara Umihara Kawase,Misc,3DS,Natsume,Unknown,2014.0,0.03
16441,Raiden V,Action,PS4,UFO Interactive,Moss,2017.0,0.03
16442,Final Fantasy XIV: Heavensward,MMO,PC,Square Enix,Square Enix,2015.0,0.03
16443,Night Head: The Labyrinth,Adventure,PS,Fuji,Scitron & Art,1995.0,0.03
16444,Alpha Protocol,Role-Playing,PC,Sega,Obsidian Entertainment,2010.0,0.03
16445,Kevin Van Dam: Big Bass Challenge,Sports,Wii,Zoo Games,Zoo Games,2010.0,0.03
16446,Hitman: Blood Money,Action,PC,Eidos Interactive,IO Interactive,2006.0,0.03
16447,Utawarerumono Portable,Role-Playing,PSP,Aquaplus,Aquaplus,2009.0,0.03
16448,EverBlue 2,Adventure,PS2,Capcom,Arika,2003.0,0.03
16449,Gaia Saver Hero Saidai no Sakusen,Role-Playing,SNES,Banpresto,Banpresto,1994.0,0.03
16450,Junior Island Adventure,Puzzle,DS,Unknown,Maximum Family Games,2011.0,0.03
16451,Caesar III,Strategy,PC,Sierra Entertainment,Impressions Games,1998.0,0.03
16452,Safari Adventures: Africa,Adventure,Wii,Conspiracy Entertainment,Neko Entertainment,2009.0,0.03
16453,Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,Misc,PSV,Square Enix,Square Enix,2017.0,0.03
16454,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,Adventure,DS,Alchemist,Alchemist,2009.0,0.03
16455,A Game of Thrones: Genesis,Strategy,PC,Focus Home Interactive,Cyanide,2011.0,0.03
16456,Barbie and Her Sisters Puppy Rescue,Action,3DS,Little Orbit,Little Orbit,2015.0,0.03
16457,Maximum Racing: Drag & Stock Racer,Racing,Wii,Unknown,Brain in a Jar,2011.0,0.03
16458,King's Quest: The Complete Collection,Adventure,X360,Activision,The Odd Gentlemen,2016.0,0.03
16459,SoulCalibur II(JP sales),Fighting,XB,Namco,Namco,2003.0,0.03
16460,Earthfall,Action-Adventure,XOne,Gearbox Software,Holospark,2018.0,0.03
16461,Future Card Buddyfight Mezase! Buddy Champion!,Strategy,3DS,FuRyu Corporation,FuRyu,2017.0,0.03
16462,Nancy Drew: Alibi In Ashes,Adventure,PC,Her Interactive,Her Interactive,2011.0,0.03
16463,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,Misc,PSP,Daito,Daito,2006.0,0.03
16464,Yumeiro Patissiere: My Sweets Cooking,Simulation,DS,Konami,Konami,2010.0,0.03
16465,Clannad,Adventure,PS3,Prototype,Visual Arts,2011.0,0.03
16466,Samurai Warriors 3Z Special,Misc,PSP,Unknown,Unknown,2011.0,0.03
16467,Travel Coach: Europe 1,Misc,DS,Disney Interactive Studios,HMH Hamburger Medien Haus,2010.0,0.03
16468,Shantae: Half-Genie Hero,Platform,PSV,Xseed Games,Way Forward Technologies,2016.0,0.03
16469,Clever Kids: Pirates,Misc,DS,Midas Interactive Entertainment,Midas Interactive Entertainment,2008.0,0.03
16470,MotoGP,Racing,PSP,Namco Bandai,Bandai Namco Games,2006.0,0.03
16471,Electroplankton,Misc,DS,Nintendo,Indies Zero,2005.0,0.03
16472,Pro Evolution Soccer 2017,Sports,PC,Konami Digital Entertainment,PES Productions,2016.0,0.03
16473,F1 Championship Season 2000,Racing,PS2,EA Sports,Visual Science,2000.0,0.03
16474,Montessori Music,Misc,DS,SouthPeak Interactive,Will,2011.0,0.03
16475,The Void,Adventure,PC,Mamba Games,Ice-pick Lodge,2009.0,0.03
16476,Max & the Magic Marker,Platform,Wii,Unknown,Press Play,2011.0,0.03
16477,Supreme Ruler: Cold War,Strategy,PC,Paradox Interactive,Paradox Interactive,2011.0,0.03
16478,Crash Time: Autobahn Pusuit,Racing,X360,Crave Entertainment,Synetic,2008.0,0.03
16479,PowerSlave,Shooter,PS,Playmates,Lobotomy Software,1997.0,0.03
16480,Metal Gear Solid HD Collection,Action,PSV,Konami Digital Entertainment,Kojima Productions,2012.0,0.03
16481,Ride 3,Racing,XOne,Bandai Namco Entertainment,Milestone S.r.l.,2018.0,0.03
16482,Project Gotham Racing 2 (JP weekly sales),Racing,XB,Microsoft Game Studios,Bizarre Creations,2003.0,0.03
16483,The Peanuts Movie: Snoopy's Grand Adventure,Platform,PS4,Activision,Behaviour Interactive,2015.0,0.03
16484,8-Bit Armies,Strategy,XOne,Soedesco,Petroglyph Games,2018.0,0.03
16485,CT Special Forces,Action,GBA,Hip Interactive,LSP,2004.0,0.03
16486,Rugby League Live 3,Sports,X360,Tru Blu Entertainment,Big Ant Studios,2015.0,0.03
16487,Jikandia: The Timeless Land,Role-Playing,PSP,Aksys Games,Opus Studio,2011.0,0.03
16488,Jewel Master: Cradle of Rome,Puzzle,Wii,Destineer,cerasus.media GmbH,2009.0,0.03
16489,FIFA World Cup: Germany 2006,Sports,GBA,EA Sports,EA Canada,2006.0,0.03
16490,Immortal Unchained,Role-Playing,XOne,Sold Out,Toadman Interactive,2018.0,0.03
16491,The Dwarves,Role-Playing,PS4,THQ Nordic,KING Art Games,2016.0,0.03
16492,Earthworm Jim 2,Platform,GBA,Majesco,Super Empire,2002.0,0.03
16493,Tamagotchi no Doki Doki Dream Omisecchi,Misc,3DS,Namco Bandai Games,Unknown,2013.0,0.03
16494,Best Friends Tonight,Misc,DS,Ubisoft,Ubisoft,2010.0,0.03
16495,Toushin Toshi,Misc,3DS,imageepoch Inc.,Unknown,2014.0,0.03
16496,Suujin Taisen,Strategy,DS,Nintendo,Mitchell,2007.0,0.03
16497,Driv3r,Racing,GBA,Atari,Velez & Dubail,2005.0,0.03
16498,Street Supremacy,Racing,PSP,Konami,Genki,2006.0,0.03
16499,Flashback,Platform,NS,Maximum Games,Paul Cuisset,2018.0,0.03
16500,Looney Tunes: Galactic Sports,Action,PSV,Sony Computer Entertainment,Virtual Toys,2015.0,0.03
16501,River King: Mystic Valley (jp sales),Sports,DS,Natsume,Marvelous Interactive,2008.0,0.03
16502,Winning Post World,Sports,PS2,KOEI,Koei,2009.0,0.03
16503,Beyond the Labyrinth,Role-Playing,3DS,Unknown,tri-Ace,2009.0,0.03
16504,.hack: Sekai no Mukou ni + Versus,Misc,PS3,Namco Bandai Games,Unknown,2012.0,0.03
16505,Sacra Terra: Angelic Night,Puzzle,PC,Viva Media,"Viva Media, LLC",2011.0,0.03
16506,Championship Manager Season 01/02,Sports,PC,Unknown,Sports Interactive,2020.0,0.03
16507,Railway Empire,Simulation,XOne,Kalypso Media,Gaming Minds Studios,2018.0,0.03
16508,Disney Sports Soccer,Sports,GC,Konami,KCEO,2002.0,0.03
16509,Cooking Mama 5,Simulation,3DS,Office Create,Cooking Mama Limited,2013.0,0.03
16510,Animal Boxing,Fighting,DS,Destineer,Gammick Entertainment,2008.0,0.03
16511,Mame Goma: Honobo no Nikki,Simulation,DS,TDK Core,TDK Core,2007.0,0.03
16512,MXGP Pro,Racing,XOne,Milestone S.r.l.,Milestone S.r.l.,2018.0,0.03
16513,La Corda d'Oro 4,Action,PSV,Tecmo Koei,Unknown,2016.0,0.03
16514,Disney's Hide & Sneak,Action,GC,Capcom,Capcom,2003.0,0.03
16515,Nobunaga no Yabou: Kakushin with Power-Up Kit,Strategy,PS2,KOEI,Koei,2008.0,0.03
16516,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Strategy,PSV,Namco Bandai Games,Banpresto,2013.0,0.03
16517,Farming 2017 - The Simulation,Simulation,PC,UIG Entertainment,UIG Entertainment,2016.0,0.03
16518,Raw Danger!,Action,PS2,Agetec,Irem Software Engineering,2007.0,0.03
16519,Legend of the Dragon,Fighting,PSP,Game Factory,Neko Entertainment,2007.0,0.03
16520,Monster Rancher Hop-A-Bout,Action,PS,Tecmo,Tecmo,2000.0,0.03
16521,Custom Beat Battle: Draglade 2,Fighting,DS,Namco Bandai,Dimps Corporation,2008.0,0.03
16522,de Blob 2,Platform,NS,THQ Nordic,THQ Nordic,2018.0,0.03
16523,Gotouchi Kenkei DS,Misc,DS,Spike,Spike,2006.0,0.03
16524,Astonishia Story,Role-Playing,PSP,Ubisoft,Sonnori,2006.0,0.03
16525,Transformers: Devastation,Action,PC,Activision,PlatinumGames,2015.0,0.03
16526,BikkuriMan Daijiten,Misc,DS,3 O'Clock,3 O'Clock,2007.0,0.03
16527,Bikkuriman Daijiten,Misc,DS,Unknown,3 O'Clock,2007.0,0.03
16528,Accel World: Ginyoku no Kakusei,Adventure,PS3,Namco Bandai Games,Bandai Namco Games,2012.0,0.03
16529,Elf Bowling 1 & 2,Sports,GBA,Ignition Entertainment,Ignition Entertainment,2005.0,0.03
16530,NBA 2K17,Sports,PC,2K Sports,Visual Concepts,2016.0,0.03
16531,Maximum Racing: GP Classic Racing,Racing,Wii,Unknown,Brain in a Jar,2011.0,0.03
16532,GunGriffon: Allied Strike,Simulation,XB,Tecmo,Game Arts,2004.0,0.03
16533,WRC 5: FIA World Rally Championship,Racing,PSV,Bigben Interactive,Kylotonn Entertainment,2015.0,0.03
16534,Stacked with Daniel Negreanu,Misc,PSP,Myelin Media,5000ft,2006.0,0.03
16535,Vitamin X Evolution,Adventure,DS,D3 Publisher,HuneX,2008.0,0.03
16536,Mahjong 300,Puzzle,DS,Avanquest,Avanquest Software,2011.0,0.03
16537,Saru! Get You! SaruSaru Daisakusen,Action,PSP,Sony Computer Entertainment,h.a.n.d. Inc.,2007.0,0.03
16538,Sea Park Tycoon,Simulation,DS,Destineer,Most Wanted Entertainment,2010.0,0.03
16539,Arthur and the Invisibles,Adventure,DS,Atari,Etranges Libellules / Neko Entertainment,2007.0,0.03
16540,Dynasty Warriors: Godseekers,Strategy,PS4,Tecmo Koei,Omega Force,2017.0,0.03
16541,Black Mirror,Adventure,XOne,THQ Nordic,KING Art Games,2017.0,0.03
16542,PopCap Arcade Vol 2,Misc,X360,PopCap Games,PopCap Games,2009.0,0.03
16543,The Flintstones: Big Trouble in Bedrock,Platform,GBA,Crave Entertainment,H2O Entertainment,2001.0,0.03
16544,SUPERBEAT: XONiC,Music,NS,PM Studios,Nurijoy,2017.0,0.03
16545,Sei Madou Monogatari,Misc,PSV,Aksys Games,Unknown,2013.0,0.03
16546,Beastly,Misc,Wii,Storm City Games,Storm City Games,2011.0,0.03
16547,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,Misc,DS,Kamui,Kamui,2010.0,0.03
16548,Smart Girl's Winter Wonderland,Misc,DS,UFO Interactive,Starfish Inc.,2008.0,0.03
16549,Majesty 2: The Fantasy Kingdom Sim,Strategy,OSX,Paradox Interactive,Ino-Co / 1C Company,2009.0,0.03
16550,Silverlicious,Misc,DS,GameMill,Unknown,2012.0,0.03
16551,Zoo Tycoon,Strategy,PC,Microsoft,Blue Fang Games,2001.0,0.03
16552,BeatMania IIDX 14 Gold,Simulation,PS2,Konami,Konami,2008.0,0.03
16553,Pure Farming 2018,Simulation,XOne,Techland,Ice Flames,2018.0,0.03
16554,Railway Empire,Simulation,PS4,Kalypso Media,Gaming Minds Studios,2018.0,0.03
16555,Trials Fusion,Misc,PC,Ubisoft,Unknown,2015.0,0.03
16556,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,Misc,SAT,ASK,ASK,1996.0,0.03
16557,Toriko: Ultimate Survival,Misc,3DS,Namco Bandai Games,Unknown,2013.0,0.03
16558,Vegas Casino,Misc,DS,SVG Distribution,Neko Entertainment,2007.0,0.03
16559,Madou Monogatari,Role-Playing,SAT,Compile,Compile,1998.0,0.03
16560,River City Super Sports Challenge,Sports,DS,Aksys Games,"Million Co., Ltd.",2010.0,0.03
16561,Flipper Critters,Misc,DS,Ignition Entertainment,Zen Studios,2007.0,0.03
16562,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,Misc,3DS,D3Publisher,Unknown,2012.0,0.03
16563,Togainu no Chi: True Blood,Adventure,PS2,Kadokawa Shoten,Nitroplus,2008.0,0.03
16564,Tork: Prehistoric Punk,Platform,XB,Ubisoft,Tiwak SAS,2005.0,0.03
16565,Call of Juarez: Bound in Blood,Shooter,PC,Ubisoft,Techland,2009.0,0.03
16566,Chicken Shoot 2,Adventure,GBA,"Destination Software, Inc",Zuxxez,2005.0,0.03
16567,Shin Hayarigami 2,Adventure,PSV,Nippon Ichi Software,Nippon Ichi Software,2016.0,0.03
16568,Prince of Persia: The Forgotten Sands,Action,PC,Ubisoft,Ubisoft Montreal,2010.0,0.03
16569,Summer Athletics 2009,Sports,X360,49Games,49Games,2009.0,0.03
16570,Apache: Air Assault,Simulation,PC,Activision,Gaijin Entertainment,2010.0,0.03
16571,Underground Pool,Sports,DS,UFO Interactive,FrontLine Studios,2007.0,0.03
16572,Infinite Stratos 2: Ignition Hearts,Misc,PSV,5pb,Unknown,2014.0,0.03
16573,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,Misc,PS2,Hackberry,Hack Berry,2008.0,0.03
16574,Accel World: Ginyoku no Kakusei,Adventure,PSP,Namco Bandai Games,Bandai Namco Games,2012.0,0.03
16575,Classic Dungeon: Fuyoku no Masoujin,Role-Playing,PSP,Nippon Ichi Software,System Prisma,2010.0,0.03
16576,Crazy Machines,Puzzle,DS,DTP Entertainment,FAKT Software GmBH,2008.0,0.03
16577,Mystery Case Files: Ravenhearst,Puzzle,PC,Big Fish Games,Big Fish Games,2007.0,0.03
16578,Rampo,Adventure,SAT,Sega,Sega,1995.0,0.03
16579,The Sims 2: Glamour Life Stuff,Simulation,PC,Electronic Arts,Maxis,2006.0,0.03
16580,Super Heroine Chronicle,Strategy,PS3,Namco Bandai Games,Banpresto,2014.0,0.03
